uprava,opstina,naselje,ustanova,naziv,ulica,broj,postanski_broj,tip_lokacije
Leskovac,Vranje,Vlase,PU Naše dete,Vaspitna grupa Vlase,Selo Vlase,bb,17507,Izdvojena lokacija
Leskovac,Vranje,Vranje,PU Naše dete,Dečji vrtić Pčelica,Miodraga Stojkovića,2,17500,Izdvojena lokacija
Leskovac,Vranje,Vranje,PU Naše dete,Dečji vrtić Čarolija,Romanijska,bb,17500,Izdvojena lokacija
Leskovac,Vranje,Vranje,PU Naše dete,Vaspitna grupa u Opštoj bolnici Vranje,Jovana Jankovića Lunge,1,17501,Izdvojena lokacija
Leskovac,Vranje,Vranje,PU Naše dete,Dečji vrtić Naše dete,Moše Pijade,10,17500,Izdvojena lokacija
Leskovac,Vranje,Vranje,PU Naše dete,Dečji vrtić Boško Buha,Jastrebačka,1,17500,Izdvojena lokacija
Leskovac,Vranje,Vranje,PU Naše dete,Vaspitne grupe pri OŠ Dositej Obradović,Omladinska,11,17500,Izdvojena lokacija
Leskovac,Vranje,Vranje,PU Naše dete,Dečji vrtić Sunce,Prvog maja,bb,17500,Izdvojena lokacija
Leskovac,Vranje,Vranje,PU Naše dete,Dečji vrtić Dečja radost,Kneza Miloša,80,17500,Izdvojena lokacija
Leskovac,Vranje,Vrtogoš,PU Naše dete,Vaspitna grupa Vrtogoš,Vrtogoš,bb,17521,Izdvojena lokacija
Leskovac,Vranje,Golemo Selo,PU Naše dete,Vaspitna grupa Golemo Selo,s Golemo Selo,bb,17507,Izdvojena lokacija
Leskovac,Vranje,Gornji Neradovac,PU Naše dete,Vaspitna grupa Neradovac,Gornji Neradovac,bb,17501,Izdvojena lokacija
Leskovac,Vranje,Donje Žapsko,PU Naše dete,Vaspitna grupa Donje Žapsko,Donje Žapsko,bb,17501,Izdvojena lokacija
Leskovac,Vranje,Donje Trebešinje,PU Naše dete,Vaspitna grupa Donje Trebešinje,Donje Trebešinje,bb,17501,Izdvojena lokacija
Leskovac,Vranje,Dubnica,PU Naše dete,Vaspitna grupa Dubnica,Dubnica,bb,17501,Izdvojena lokacija
Leskovac,Vranje,Zlatokop,PU Naše dete,Vaspitna grupa Zlatokop,Zlatokop,bb,17501,Izdvojena lokacija
Leskovac,Vranje,Katun,PU Naše dete,Vaspitna grupa Katun,Katun,bb,17501,Izdvojena lokacija
Leskovac,Vranje,Moštanica,PU Naše dete,Vaspitna grupa Moštanica,Moštanica,bb,17501,Izdvojena lokacija
Leskovac,Vranje,Pavlovac,PU Naše dete,Vaspitna grupa Pavlovac,Pavlovac,bb,17501,Izdvojena lokacija
Leskovac,Vranje,Rataje,PU Naše dete,Vaspitna grupa Rataje,Rataje,bb,17501,Izdvojena lokacija
Leskovac,Vranje,Ristovac,PU Naše dete,Vaspitna grupa Ristovac,Ristovac,bb,17521,Izdvojena lokacija
Leskovac,Vranje,Tibužde,PU Naše dete,Vaspitna grupa Tibužde,Tibužde,bb,17501,Izdvojena lokacija
Leskovac,Vranje,Ćukovac,PU Naše dete,Vaspitna grupa Ćukovac,Ćukovac,bb,17501,Izdvojena lokacija
Leskovac,Vranjska Banja,Vranjska Banja,PU Naše dete,Dečji vrtić Bambi,Burdinci,bb,17542,Izdvojena lokacija
Leskovac,Vranjska Banja,Korbevac,PU Naše dete,Vaspitna grupa Korbevac,Korbevac,bb,17542,Izdvojena lokacija
Leskovac,Vranjska Banja,Kriva Feja,PU Naše dete,Dečji vrtić Kriva Feja,Kriva Feja,bb,17543,Izdvojena lokacija
Kraljevo,Vrnjačka Banja,Vrnjačka Banja,PU Radost,Radost,HEROJA ČAJKE,20,36210,Matična lokacija
Kraljevo,Vrnjačka Banja,Vraneši,PU Radost,VRANEŠI,/,bb,36215,Izdvojena lokacija
Kraljevo,Vrnjačka Banja,Vrnjačka Banja,PU Radost,KOLIBRI,Dušana Petrovića Šaneta,bb,36210,Izdvojena lokacija
Kraljevo,Vrnjačka Banja,Vrnjačka Banja,PU Radost,PISKAVAC,/,bb,36210,Izdvojena lokacija
Kraljevo,Vrnjačka Banja,Vrnjci,PU Radost,VRNjCI,Železnička,26,36217,Izdvojena lokacija
Kraljevo,Vrnjačka Banja,Vrnjci,PU Radost,VRNjCI ppp,/,bb,36217,Izdvojena lokacija
Kraljevo,Vrnjačka Banja,Gračac,PU Radost,GRAČAC ppp,/,bb,36215,Izdvojena lokacija
Kraljevo,Vrnjačka Banja,Lipova,PU Radost,LIPOVA ppp,/,bb,36210,Izdvojena lokacija
Kraljevo,Vrnjačka Banja,Novo Selo,PU Radost,NOVO SELO,/,bb,36216,Izdvojena lokacija
Kraljevo,Vrnjačka Banja,Novo Selo,PU Radost,PRINCEZA KATARINA,/,bb,36216,Izdvojena lokacija
Kraljevo,Vrnjačka Banja,Otroci,PU Radost,OTROCI ppp,/,bb,36215,Izdvojena lokacija
Kraljevo,Vrnjačka Banja,Podunavci,PU Radost,PODUNAVCI,/,bb,36215,Izdvojena lokacija
Kraljevo,Vrnjačka Banja,Rsavci,PU Radost,RSAVCI ppp,/,bb,36215,Izdvojena lokacija
Kraljevo,Vrnjačka Banja,Štulac,PU Radost,ŠTULAC,/,bb,36217,Izdvojena lokacija
Niš,Gadžin Han,Gadžin Han,PU Prva radost,Predškolska ustanova Prva radost,Svetog Save,bb,18240,Matična lokacija
Niš,Gadžin Han,Semče,PU Prva radost,izdvojeno odeljenje Semče,/,bb,18245,Izdvojena lokacija
Niš,Gadžin Han,Toponica,PU Prva radost,izdvojeno odeljenje Toponica,/,bb,18244,Izdvojena lokacija
Požarevac,Golubac,Golubac,PU Lasta,Predškolska ustanova Lasta,Kapetan Mišina,bb,12223,Matična lokacija
Čačak,Gornji Milanovac,Gornji Milanovac,PU Sunce,Predškolska ustanova Sunce - Objekat I,Vuka Karadžića,4,32300,Matična lokacija
Čačak,Gornji Milanovac,Gornji Milanovac,PU Sunce,Predškolska ustanova Sunce Objekat III,Kragujevačka,bb,32300,Izdvojena lokacija
Čačak,Gornji Milanovac,Gornji Milanovac,PU Sunce,Predškolska ustanova Sunce - Objekat Aneks,Vuka Karadžića,6,32300,Izdvojena lokacija
Čačak,Gornji Milanovac,Gornji Milanovac,PU Sunce,Predškolska ustanova Sunce Objekat IV,Lole Ribara,3,32300,Izdvojena lokacija
Čačak,Gornji Milanovac,Gornji Milanovac,PU Sunce,Predškolska ustanova Sunce Objekat II,Železnička,bb,32300,Izdvojena lokacija
Čačak,Gornji Milanovac,Pranjani,PU Sunce,Predškolska ustanova Sunce objekat u Pranjanima,Pranjani,bb,32308,Izdvojena lokacija
Čačak,Gornji Milanovac,Rudnik,PU Sunce,Predškolska ustanova Sunce Objekat Rudnik,Rudnik,bb,32313,Izdvojena lokacija
Jagodina,Despotovac,Despotovac,PU Rada Miljković,Predškolska ustanova ''Rada Miljković'',BELjANIČKA,1,35213,Matična lokacija
Jagodina,Despotovac,Veliki Popović,PU Rada Miljković,Predškolska ustanova ''Rada Miljković'' Objekat ''Leptirić'''''',Veliki Popović,bb,35223,Izdvojena lokacija
Jagodina,Despotovac,Jasenovo,PU Rada Miljković,Predškolska ustanova ''Rada Miljković'' Objekat ''Sunce''',Jasenovo,bb,35241,Izdvojena lokacija
Jagodina,Despotovac,Lomnica,PU Rada Miljković,Predškolska ustanova ''Rada Miljković'' Objekat ''Neven'',Lomnica,bb,35213,Izdvojena lokacija
Jagodina,Despotovac,Resavica,PU Rada Miljković,Predškolska ustanova ''Rada Miljković'' Objekat ''Zujalica'',Ivo Lole Ribara,bb,35237,Izdvojena lokacija
Niš,Dimitrovgrad,Dimitrovgrad,PU 8. septembar,PU8.SEPTEMBAR,Svetosavska,2,18320,Matična lokacija
Niš,Dimitrovgrad,Dimitrovgrad,PU 8. septembar,Leptirić,Boško Buha,bb,18320,Izdvojena lokacija
Niš,Dimitrovgrad,Željuša,PU 8. septembar,Kolibri,Željuša,bb,18320,Izdvojena lokacija
Niš,Doljevac,Doljevac,PU Lane,Predškolska ustanova Lane,dr.Mihajla Timotijevića,3,18410,Matična lokacija
Niš,Doljevac,Belotinac,PU Lane,Predškolska ustanova Lane B,bb,bb,18410,Izdvojena lokacija
Niš,Doljevac,Orljane,PU Lane,Predškolska ustanova Lane O,bb,bb,18410,Izdvojena lokacija
Niš,Doljevac,Pukovac,PU Lane,Predškolska ustanova Lane P,bb,bb,18410,Izdvojena lokacija
Požarevac,Žabari,Žabari,PU Moravski cvet,Predškolska ustanova Moravski cvet,Dragoslava Vesića,12,12374,Matična lokacija
Požarevac,Žabari,Aleksandrovac,PU Moravski cvet,Pčelica,Mite apotekar,bb,12370,Izdvojena lokacija
Požarevac,Žagubica,Žagubica,PU Poletarac,Predškolska ustanova Poletarac,HOMOLjSKA,bb,12320,Matična lokacija
Požarevac,Žagubica,Bliznak,PU Poletarac,PU Poletarac - Bliznak,Bliznak,bb,12316,Izdvojena lokacija
Požarevac,Žagubica,Vukovac,PU Poletarac,PU Poletarac - Vukovac,Vukovac,bb,12318,Izdvojena lokacija
Požarevac,Žagubica,Krepoljin,PU Poletarac,PU Poletarac - Krepoljin,ul. Cara Lazara,84,12316,Izdvojena lokacija
Požarevac,Žagubica,Krupaja,PU Poletarac,PU Poletarac - Krupaja,Krupaja,bb,12316,Izdvojena lokacija
Požarevac,Žagubica,Laznica,PU Poletarac,PU Poletarac - Laznica,Laznica,bb,12321,Izdvojena lokacija
Požarevac,Žagubica,Milanovac,PU Poletarac,PU Poletarac - Milanovac,Milanovac,bb,12316,Izdvojena lokacija
Požarevac,Žagubica,Milatovac,PU Poletarac,PU Poletarac - Milatovac,Milatovac,bb,12320,Izdvojena lokacija
Požarevac,Žagubica,Osanica,PU Poletarac,PU Poletarac - Osanica,Osanica,bb,12317,Izdvojena lokacija
Požarevac,Žagubica,Ribare,PU Poletarac,PU Poletarac - Ribare,Ribare,bb,12318,Izdvojena lokacija
Požarevac,Žagubica,Sige,PU Poletarac,PU Poletarac - Sige,Sige,bb,12316,Izdvojena lokacija
Požarevac,Žagubica,Suvi Do,PU Poletarac,PU Poletarac - Suvi Do,Suvi Do,bb,12322,Izdvojena lokacija
Niš,Žitorađa,Žitorađa,PU Prva radost,Predškolska ustanova Prva radostŽitorađa,Vojvode Mišića,3,18412,Matična lokacija
Niš,Žitorađa,Donje Crnatovo,PU Prva radost,Osnovna škola Toplički heroji Donje crnatovo,/,/,18414,Izdvojena lokacija
Niš,Žitorađa,Držanovac,PU Prva radost,Osnovna škola Toplički heroji Držanovac,/,/,18413,Izdvojena lokacija
Niš,Žitorađa,Jasenica,PU Prva radost,Osnovna škola Toplički heroji Jasenica,/,/,18412,Izdvojena lokacija
Niš,Žitorađa,Lukomir,PU Prva radost,Osnovna škola Toplički heroji Lukomir,/,/,18412,Izdvojena lokacija
Niš,Žitorađa,Pejkovac,PU Prva radost,Osnovna škola Toplički heroji Pejkovac,/,/,18413,Izdvojena lokacija
Niš,Žitorađa,Pejkovac,PU Prva radost,Dom Zdravlja,/,/,18413,Izdvojena lokacija
Niš,Žitorađa,Samarinovac,PU Prva radost,Osnovna škola Toplički heroji Samarinovac,/,/,18413,Izdvojena lokacija
Zaječar,Zaječar - grad,Zaječar,PU Đulići,PU Đulići Zaječar-vrtić Đurđevak,Naselje Kraljevica,bb,19000,Matična lokacija
Zaječar,Zaječar - grad,Veliki Izvor,PU Đulići,Igraonica Izvorčić,Oslobođenje,8,19206,Izdvojena lokacija
Zaječar,Zaječar - grad,Grljan,PU Đulići,Vrtić Plamenak,Zaječarska,2,19341,Izdvojena lokacija
Zaječar,Zaječar - grad,Zaječar,PU Đulići,Vrtić Maslačak,Deveta srpska brigada,bb,19000,Izdvojena lokacija
Zaječar,Zaječar - grad,Zaječar,PU Đulići,Vrtić Zdravac,Kostadin Kostadinović Čauš,10,19000,Izdvojena lokacija
Zaječar,Zaječar - grad,Zaječar,PU Đulići,Vrtić Svitac,Naselje Popova plaža,bb,19000,Izdvojena lokacija
Zaječar,Zaječar - grad,Zaječar,PU Đulići,Vrtić Ljiljan,Omladinska,bb,19000,Izdvojena lokacija
Čačak,Ivanjica,Ivanjica,PU Bajka Ivanjica,"Predškolska ustanova ,,Bajka''",Nade Popović,48,32250,Matična lokacija
Čačak,Ivanjica,Bukovica,PU Bajka Ivanjica,"PU ,,Bajka ,objekat Pahuljica",Bukovica,b.b.,32251,Izdvojena lokacija
Čačak,Ivanjica,Ivanjica,PU Bajka Ivanjica,"PU ,,Bajka , objekat Zvončica",Mrkočevac,b.b.,32250,Izdvojena lokacija
Zaječar,Kladovo,Kladovo,PU Neven,PU Neven,22. septembra,54,19320,Matična lokacija
Zaječar,Knjaževac,Knjaževac,PU Bajka,vrtić Crvenkapa,Kaplarova,6,19350,Matična lokacija
Zaječar,Knjaževac,Kalna,PU Bajka,Kalna,Kalna,bb,19353,Izdvojena lokacija
Zaječar,Knjaževac,Knjaževac,PU Bajka,Vrtić Naša radost,Pionirska,2,19350,Izdvojena lokacija
Zaječar,Knjaževac,Knjaževac,PU Bajka,OŠ Vuk Karadžić,Omladinska,3,19350,Izdvojena lokacija
Zaječar,Knjaževac,Knjaževac,PU Bajka,Vrtić Snežana,Njegoševa,37a,19350,Izdvojena lokacija
Zaječar,Knjaževac,Knjaževac,PU Bajka,OŠ Dimitrije Todorović Kaplar,Lole Ribara,12,19350,Izdvojena lokacija
Zaječar,Knjaževac,Minićevo,PU Bajka,Vrtić Kolibri,Timočka,b.b.,19340,Izdvojena lokacija
Užice,Kosjerić,Kosjerić (varoš),PU Olga Grbić,PU Olga Grbić,Radiše Petronijević,4,31260,Matična lokacija
Valjevo,Koceljeva,Koceljeva,PU Poletarac,Predškolska ustanova Poletarac Koceljeva,OMLADINSKA,3,15220,Matična lokacija
Kragujevac,Kragujevac - grad,Kragujevac,PU Nada Naumović,PU Nada Naumović,Save Kovačevića,30,34000,Matična lokacija
Kragujevac,Kragujevac - grad,Kragujevac,PU Nada Naumović,RJ Lane,Crvene Zastave,3A,34000,Izdvojena lokacija
Kragujevac,Kragujevac - grad,Kragujevac,PU Nada Naumović,RJ Crvenkapa,Svetozara Markovića,116,34000,Izdvojena lokacija
Kragujevac,Kragujevac - grad,Kragujevac,PU Nada Naumović,RJ Sunce,Crvene Zastave,3B,34000,Izdvojena lokacija
Kragujevac,Kragujevac - grad,Kragujevac,PU Nada Naumović,RJ Cvetić,Cvetna,0.25,34000,Izdvojena lokacija
Kragujevac,Kragujevac - grad,Kragujevac,PU Nada Naumović,RJ Naša radost,Milovana Gušića,14,34000,Izdvojena lokacija
Kragujevac,Kragujevac - grad,Kragujevac,PU Nada Naumović,RJ Autić,Kosovska,4,34000,Izdvojena lokacija
Kragujevac,Kragujevac - grad,Kragujevac,PU Nada Naumović,RJBambi,Save Kovačevića,30,34000,Izdvojena lokacija
Kragujevac,Kragujevac - grad,Kragujevac,PU Nada Naumović,RJ Poletarac,Neznanog junaka,8,34000,Izdvojena lokacija
Kragujevac,Kragujevac - grad,Kragujevac,PU Nada Naumović,RJ Leptirić,Karađorđeva,22,34000,Izdvojena lokacija
Kruševac,Kruševac - grad,Kruševac,PU Nata Veljković,Vrtić Neven,Bosanska,21,37000,Matična lokacija
Kruševac,Kruševac - grad,Bela Voda,PU Nata Veljković,Bela Voda - PPP,bb,bb,37000,Izdvojena lokacija
Kruševac,Kruševac - grad,Bivolje,PU Nata Veljković,Bivolje,bb,bb,37000,Izdvojena lokacija
Kruševac,Kruševac - grad,Velika Kruševica,PU Nata Veljković,Velika Kruševica - PPP,bb,bb,37000,Izdvojena lokacija
Kruševac,Kruševac - grad,Veliki Kupci,PU Nata Veljković,Veliki Kupci - poludnevni oblik rada,bb,bb,37000,Izdvojena lokacija
Kruševac,Kruševac - grad,Veliki Šiljegovac,PU Nata Veljković,Veliki Šiljegovac - PPP,bb,bb,37000,Izdvojena lokacija
Kruševac,Kruševac - grad,Veliko Golovode,PU Nata Veljković,Veliko Golovode - PPP,bb,bb,37000,Izdvojena lokacija
Kruševac,Kruševac - grad,Gaglovo,PU Nata Veljković,Gaglovo-PPP,bb,bb,37000,Izdvojena lokacija
Kruševac,Kruševac - grad,Globoder,PU Nata Veljković,Globoder - PPP,bb,bb,37000,Izdvojena lokacija
Kruševac,Kruševac - grad,Gornji Stepoš,PU Nata Veljković,Gornji Stepoš,bb,bb,37000,Izdvojena lokacija
Kruševac,Kruševac - grad,Dvorane,PU Nata Veljković,Dvorane - PPP,bb,bb,37000,Izdvojena lokacija
Kruševac,Kruševac - grad,Dedina,PU Nata Veljković,Dedina - PPP,bb,bb,37000,Izdvojena lokacija
Kruševac,Kruševac - grad,Donji Stepoš,PU Nata Veljković,Donji Stepoš - PPP,bb,bb,37000,Izdvojena lokacija
Kruševac,Kruševac - grad,Đunis,PU Nata Veljković,Đunis - PPP,bb,bb,37000,Izdvojena lokacija
Kruševac,Kruševac - grad,Žabare,PU Nata Veljković,Žabare - PPP,bb,bb,37000,Izdvojena lokacija
Kruševac,Kruševac - grad,Zdravinje,PU Nata Veljković,Zdravinje - PPP,bb,bb,37000,Izdvojena lokacija
Kruševac,Kruševac - grad,Jablanica,PU Nata Veljković,Jablanica - PPP,bb,bb,37000,Izdvojena lokacija
Kruševac,Kruševac - grad,Jasika,PU Nata Veljković,Jasika - poludnevni oblik rada,bb,bb,37000,Izdvojena lokacija
Kruševac,Kruševac - grad,Kaonik,PU Nata Veljković,Kaonik - PPP,bb,bb,37000,Izdvojena lokacija
Kruševac,Kruševac - grad,Kobilje,PU Nata Veljković,Kobilje - PPP,bb,bb,37000,Izdvojena lokacija
Kruševac,Kruševac - grad,Konjuh,PU Nata Veljković,Konjuh - PPP,bb,bb,37000,Izdvojena lokacija
Kruševac,Kruševac - grad,Krvavica,PU Nata Veljković,Krvavica - PPP,bb,bb,37000,Izdvojena lokacija
Kruševac,Kruševac - grad,Kruševac,PU Nata Veljković,vrtić Biseri,Slikara Milovanovića,2,37000,Izdvojena lokacija
Kruševac,Kruševac - grad,Kruševac,PU Nata Veljković,vrtić Lane,Ćirila i Metodija,5,37000,Izdvojena lokacija
Kruševac,Kruševac - grad,Kruševac,PU Nata Veljković,vrtić Leptirić,Ćirila i Metodija,5,37000,Izdvojena lokacija
Kruševac,Kruševac - grad,Kruševac,PU Nata Veljković,vrtić Pčelica,Živorada Paunovića,10,37000,Izdvojena lokacija
Kruševac,Kruševac - grad,Kruševac,PU Nata Veljković,Vuk Karadžić - poludnevni oblik rada,Kosovska,bb,37000,Izdvojena lokacija
Kruševac,Kruševac - grad,Kruševac,PU Nata Veljković,vrtić Zvončić,Jovana Dučića,7,37000,Izdvojena lokacija
Kruševac,Kruševac - grad,Kruševac,PU Nata Veljković,vrtić Labud,Vojvode Stepe,18,37000,Izdvojena lokacija
Kruševac,Kruševac - grad,Kruševac,PU Nata Veljković,Vrtić Golub mira,Dr.Salka,2,37000,Izdvojena lokacija
Kruševac,Kruševac - grad,Kruševac,PU Nata Veljković,vrtić Sunce,Slatinska,14,37000,Izdvojena lokacija
Kruševac,Kruševac - grad,Kruševac,PU Nata Veljković,vrtić Kolibri,Nova Balšićeva,6,37000,Izdvojena lokacija
Kruševac,Kruševac - grad,Kruševac,PU Nata Veljković,vrtić Dečji klub,Obilićeva,60,37000,Izdvojena lokacija
Kruševac,Kruševac - grad,Kruševac,PU Nata Veljković,Jovan Popović,Balkanska,bb,37000,Izdvojena lokacija
Kruševac,Kruševac - grad,Kruševac,PU Nata Veljković,vrtić Naša radost,Slatinska,14,37000,Izdvojena lokacija
Kruševac,Kruševac - grad,Kruševac,PU Nata Veljković,vrtić Vlado Jurić,Lipljanska,7,37000,Izdvojena lokacija
Kruševac,Kruševac - grad,Kukljin,PU Nata Veljković,Kukljin - PPP,bb,bb,37000,Izdvojena lokacija
Kruševac,Kruševac - grad,Lukavac,PU Nata Veljković,Lukavac,bb,bb,37000,Izdvojena lokacija
Kruševac,Kruševac - grad,Majdevo,PU Nata Veljković,Majdevo - poludnevni oblik rada,bb,bb,37000,Izdvojena lokacija
Kruševac,Kruševac - grad,Makrešane,PU Nata Veljković,Makrešane - PPP,bb,bb,37000,Izdvojena lokacija
Kruševac,Kruševac - grad,Modrica,PU Nata Veljković,Modrica - PPP,bb,bb,37000,Izdvojena lokacija
Kruševac,Kruševac - grad,Mudrakovac,PU Nata Veljković,Mudrakovac -poludnevni oblik rada,bb,bb,37000,Izdvojena lokacija
Kruševac,Kruševac - grad,Naupare,PU Nata Veljković,Naupare - PPP,bb,bb,37000,Izdvojena lokacija
Kruševac,Kruševac - grad,Padež,PU Nata Veljković,Padež,bb,/,37000,Izdvojena lokacija
Kruševac,Kruševac - grad,Parunovac,PU Nata Veljković,Parunovac-PPP,bb,bb,37000,Izdvojena lokacija
Kruševac,Kruševac - grad,Pepeljevac,PU Nata Veljković,Pepeljevac - PPP,bb,bb,37000,Izdvojena lokacija
Kruševac,Kruševac - grad,Ribare,PU Nata Veljković,Ribare,bb,bb,37000,Izdvojena lokacija
Kruševac,Kruševac - grad,Sebečevac,PU Nata Veljković,Sebečevac,bb,bb,37000,Izdvojena lokacija
Kruševac,Kruševac - grad,Sušica,PU Nata Veljković,Sušica - PPP,bb,bb,37000,Izdvojena lokacija
Kruševac,Kruševac - grad,Trmčare,PU Nata Veljković,Trmčare,bb,bb,37000,Izdvojena lokacija
Kruševac,Kruševac - grad,Čitluk,PU Nata Veljković,Čitluk -PPP,bb,bb,37000,Izdvojena lokacija
Kruševac,Kruševac - grad,Šanac,PU Nata Veljković,Šanac - PPP,bb,bb,37000,Izdvojena lokacija
Kruševac,Kruševac - grad,Šašilovac,PU Nata Veljković,Šašilovac - PPP,bb,bb,37000,Izdvojena lokacija
Niš,Kuršumlija,Kuršumlija,PU Sunce,PUSunce,KOSOVSKA,36A,18430,Matična lokacija
Niš,Kuršumlija,Kuršumlija,PU Sunce,Radna jedinica Čarolija,Mihajla Pupina,1,18430,Izdvojena lokacija
Požarevac,Kučevo,Kučevo,PU Lane,Sunce,Braće Ivkovića,2,12240,Matična lokacija
Požarevac,Kučevo,Kučevo,PU Lane,Maslačak,Žike Popovića,68,12240,Izdvojena lokacija
Požarevac,Kučevo,Kučevo,PU Lane,Cvrčak,Svetog Save,30,12254,Izdvojena lokacija
Valjevo,Lajkovac,Lajkovac (varoš),PU Leptirić,"Predškolska ustanova ,,Leptirić'' Lajkovac",Svetog Save,9,14224,Matična lokacija
Valjevo,Lajkovac,Jabučje,PU Leptirić,"Predškolska ustanova ,,Leptirić Lajkovac",/,bb,14226,Izdvojena lokacija
Leskovac,Lebane,Lebane,PU Dečija radost,Pu dečji vrtić Dečja radost,Cara Dušana,68,16230,Matična lokacija
Leskovac,Lebane,Bošnjace,PU Dečija radost,Pu dečji vrtić Dečja radost-Bošnjace,/,bb,16230,Izdvojena lokacija
Leskovac,Lebane,Veliko Vojlovce,PU Dečija radost,Pu dečji vrtić Dečja radost-Veliko Vojlovce,/,bb,16230,Izdvojena lokacija
Leskovac,Lebane,Geglja,PU Dečija radost,Pu dečji vrtić Dečja radost-Geglja,/,bb,16230,Izdvojena lokacija
Leskovac,Lebane,Konjino,PU Dečija radost,Pu dečji vrtić Dečja radost-Konjino,/,bb,16230,Izdvojena lokacija
Leskovac,Lebane,Krivača,PU Dečija radost,Pu dečji vrtić Dečja radost-Krivača,/,bb,16230,Izdvojena lokacija
Leskovac,Lebane,Lebane,PU Dečija radost,Pu dečji vrtić Dečja radost- OŠ Vuk,19.avgust,3,16230,Izdvojena lokacija
Leskovac,Lebane,Lebane,PU Dečija radost,Pu dečji vrtić Dečja radost- OŠ Radovan,Cara Dušana,76,16230,Izdvojena lokacija
Leskovac,Lebane,Lugare,PU Dečija radost,Pu dečji vrtić Dečja radost- Lugare,/,bb,16230,Izdvojena lokacija
Leskovac,Lebane,Pertate,PU Dečija radost,Pu dečji vrtić Dečja radost-Pertate,/,bb,16230,Izdvojena lokacija
Leskovac,Lebane,Popovce,PU Dečija radost,Pu dečji vrtić Dečja radost-Popovce,/,bb,16230,Izdvojena lokacija
Leskovac,Lebane,Prekopčelica,PU Dečija radost,Pu dečji vrtić Dečja radost-Prekopčelica,/,bb,16230,Izdvojena lokacija
Leskovac,Lebane,Cekavica,PU Dečija radost,Pu dečji vrtić Dečja radost-Cekavica,/,bb,16230,Izdvojena lokacija
Leskovac,Lebane,Šilovo,PU Dečija radost,Pu dečji vrtić Dečja radost-Šilovo,/,bb,16230,Izdvojena lokacija
Leskovac,Lebane,Štulac,PU Dečija radost,Pu dečji vrtić Dečja radost-Štulac,/,bb,16230,Izdvojena lokacija
Leskovac,Lebane,Šumane,PU Dečija radost,Pu dečji vrtić Dečja radost- Šumane,/,bb,16230,Izdvojena lokacija
Leskovac,Leskovac - grad,Leskovac,PU Vukica Mitrović,Vrtić 1001 radost,MASARIKOV TRG,S 12,16000,Matična lokacija
Leskovac,Leskovac - grad,Belanovce,PU Vukica Mitrović,PP grupa pri OŠ Đura Jakšić Belanovce,Belanovce,bb,16231,Izdvojena lokacija
Leskovac,Leskovac - grad,Bobište,PU Vukica Mitrović,PP grupa pri OŠ Vuk Karadžić u Bobištu,Save Đorđevića,bb,16000,Izdvojena lokacija
Leskovac,Leskovac - grad,Bogojevce,PU Vukica Mitrović,PP grupa pri OŠ Bora Stanković Bogojevce,Bogojevce,bb,16254,Izdvojena lokacija
Leskovac,Leskovac - grad,Bratmilovce,PU Vukica Mitrović,Vrtić Bubamara Bratmilovce,Tome Kostića,bb,16000,Izdvojena lokacija
Leskovac,Leskovac - grad,Brestovac,PU Vukica Mitrović,PP grupa Brestovac,Vuka Karadžića,1,16253,Izdvojena lokacija
Leskovac,Leskovac - grad,Brza,PU Vukica Mitrović,PP grupa pri OŠ Bora Stanković Brza,Brza,bb,16203,Izdvojena lokacija
Leskovac,Leskovac - grad,Bunuški Čifluk,PU Vukica Mitrović,PP grupa Bunuški Čifluk,Bunuški Čifluk,bb,16203,Izdvojena lokacija
Leskovac,Leskovac - grad,Velika Grabovnica,PU Vukica Mitrović,PP grupa pri OŠ Vuk Karadžić Velika Grabovnica,Belika Grabovnica,bb,16220,Izdvojena lokacija
Leskovac,Leskovac - grad,Velika Kopašnica,PU Vukica Mitrović,PP grupa pri OŠ Desanka Maksimović Velika Kopašnica,Velika Kopašnica,bb,16220,Izdvojena lokacija
Leskovac,Leskovac - grad,Veliko Trnjane,PU Vukica Mitrović,PP grupa pri OŠ Nikola Skobaljić Veliko Trnjane,Veliko Trnjane,bb,16000,Izdvojena lokacija
Leskovac,Leskovac - grad,Vinarce,PU Vukica Mitrović,PP grupa pri OŠ Milutin Smiljković Vinarce,Vinarce,bb,16000,Izdvojena lokacija
Leskovac,Leskovac - grad,Vučje,PU Vukica Mitrović,Vrtić Majski cvetovi Vučje,Vučje,bb,16203,Izdvojena lokacija
Leskovac,Leskovac - grad,Gorina,PU Vukica Mitrović,PP grupa pri OŠ Slavko Zlatanović Gorina,Gorina,bb,16204,Izdvojena lokacija
Leskovac,Leskovac - grad,Gornja Jajina,PU Vukica Mitrović,PP grupa pri OŠ Nikola Skobaljić Gornja Jajina,Gornja Jajina,bb,16000,Izdvojena lokacija
Leskovac,Leskovac - grad,Gornje Stopanje,PU Vukica Mitrović,PP grupa pri OŠ Trajko Stamenković Gornje Stopanje,Gornje Stopanje,bb,16000,Izdvojena lokacija
Leskovac,Leskovac - grad,Grdelica (varoš),PU Vukica Mitrović,Vrtić Snežana Grdelica,Grdelica,bb,16220,Izdvojena lokacija
Leskovac,Leskovac - grad,Guberevac,PU Vukica Mitrović,PP grupa pri OŠ Bora Stanković Guberevac,Guberevac,bb,16211,Izdvojena lokacija
